"MARKA","TSB_MODEL","SIFIR_MODEL","KAYNAK","MASTER_MODEL_ADI"
"KARSAN","JEST 11+1+4 CLASS B HAT ARACI","","TSB",""
"KARSAN","JEST 11+10+1 CLASS A HAT ARACI","","TSB",""
"KARSAN","JEST 11+10+1 CLASS A HAT ARACI BARAMPA","","TSB",""
"KARSAN","JEST 11+4+1 CLASS B AC HAT ARACI","","TSB",""
"KARSAN","JEST 11+4+1 CLASS B HAT ARACI","","TSB",""
"KARSAN","JEST 11+4+6+1 CLASS A HAT ARACI","","TSB",""
"KARSAN","JEST 13+1 B HAT ARACI MINIBUS","","TSB",""
"KARSAN","JEST 14+1 B HAT ARACI MINIBUS","","TSB",""
"KARSAN","JEST 15+1 B HAT ARACI MINIBUS","","TSB",""
"KARSAN","JEST 15+6+1 CLASS A HAT ARACI","","TSB",""
"KARSAN","JEST 17+3+1 BARAMPA","","TSB",""
"KARSAN","JEST EV MINIBUS","","TSB",""
"KARSAN","JEST+","","TSB",""
"KARSAN","JEST+ 10+4+1 CLASS B HAT ARACI","","TSB",""
"KARSAN","JEST+ 11+1 CLASS B","","TSB",""
"KARSAN","JEST+ 11+4+1 CLAAS B_AC HAT ARACI","","TSB",""
"KARSAN","JEST+ 11+4+1 CLASS A HAT ARACI","","TSB",""
"KARSAN","JEST+ 11+4+1 CLASS B HAT ARACI","","TSB",""
"KARSAN","JEST+ 17+1+5","","TSB",""
"KARSAN","JEST+ 17+3+1 CLAAS B","","TSB",""
"KARSAN","JEST+ 17+3+1 CLASS A","","TSB",""
"KARSAN","JEST+ 17+3+1 CLASS B HAT ARACI","","TSB",""
"KARSAN","JEST+ MINIBUS E5","","TSB",""
"KARSAN","JEST+ MINIBUS E6","","TSB",""
"KARSAN","JESTRONIC MINIBUS","","TSB",""
"KARSAN","STAR E6 OTOBUS","","TSB",""
"KARSAN","STAR OTOBUS","","TSB",""
"KENWORTH","CEKICI W900","","TSB",""
"KGMOBILITY","ACTYON","","TSB",""
"KGMOBILITY","KORANDO","","TSB",""
"KGMOBILITY","MUSSO EV 4X2 A/T","","TSB",""
"KGMOBILITY","MUSSO GRAND D2.2","","TSB",""
"KGMOBILITY","MUSSO GRAND D2.2 4x2 AT PLATINUM","","TSB",""
"KGMOBILITY","REXTON","","TSB",""
"KGMOBILITY","TIVOLI","","TSB",""
"KGMOBILITY","TIVOLI G1.5 4X2 AT","","TSB",""
"KGMOBILITY","TORRES","","TSB",""
"KGMOBILITY","TORRES EVX","","TSB",""
"KIA","BONGO K2500 CIFT KABIN CIFTTEKER KASALI K.NET","","TSB",""
"KIA","BONGO K2500 CIFT TEKER KAMYONET","","TSB",""
"KIA","BONGO K2500 CIFT TEKER KASALI KAMYONET","","TSB",""
"KIA","BONGO K2900 CIFT TEKER KAMYONET","","TSB",""
"KIA","BONGO K2900 CIFT TEKER KASALI KAMYONET","","TSB",""
"KIA","BONGO K2900 KAMYONET CIFT TEKER","","TSB",""
"KIA","BONGO K2900 KAMYONET CIFT TEKER KASALI","","TSB",""
"KIA","BONGO KAMYONET","","TSB",""
"KIA","BONGO TEK KABIN KASALI KAMYONET","","TSB",""
"KIA","CADENZA","","TSB",""
"KIA","CEED","Ceed","HER İKİSİ",""
"KIA","CEED CONCEPT","","TSB",""
"KIA","CEED COOL","","TSB",""
"KIA","CEED COOL TEKNO","","TSB",""
"KIA","CEED LIVE","","TSB",""
"KIA","CEED MOTION","","TSB",""
"KIA","CEED SPORTYWAGON","","TSB",""
"KIA","CEED SPORTYWAGON CONCEPT","","TSB",""
"KIA","CEED SPORTYWAGON COOL","","TSB",""
"KIA","CEED SPORTYWAGON MOTION","","TSB",""
"KIA","CEED SPORTYWAGONCONCEPTPLUS","","TSB",""
"KIA","CERATO","","TSB",""
"KIA","CERATO CONCEPT","","TSB",""
"KIA","CERATO KOUP","","TSB",""
"KIA","CERATO NB","","TSB",""
"KIA","","EV3","HER İKİSİ",""
"KIA","EV3 (204) AT","","TSB",""
"KIA","EV3 (204) AT GT-LINE LONG RANGE","","TSB",""
"KIA","","EV6","SIFIR",""
"KIA","EV6 (170) AT","","TSB",""
"KIA","EV6 (229) AT","","TSB",""
"KIA","EV6 (325) AT","","TSB",""
"KIA","EV6 (585) AT","","TSB",""
"KIA","","EV9","HER İKİSİ",""
"KIA","EV9 (203) AT","","TSB",""
"KIA","EV9 (384) AT","","TSB",""
"KIA","MAGENTIS","","TSB",""
"KIA","NIRO","","TSB",""
"KIA","NIRO CONCEPT","","TSB",""
"KIA","NIRO COOL HIBRIT HEV","","TSB",""
"KIA","NIRO EV","Niro EV","HER İKİSİ",""
"KIA","OPTIMA","","TSB",""
"KIA","PICANTO","Picanto","HER İKİSİ",""
"KIA","PICANTO COOL","","TSB",""
"KIA","PICANTO FEEL","","TSB",""
"KIA","PICANTO LIVE","","TSB",""
"KIA","PRO CEED","","TSB",""
"KIA","PRO CEED CONCEPT","","TSB",""
"KIA","PRO CEED COOL","","TSB",""
"KIA","RIO","","TSB",""
"KIA","RIO COOL","","TSB",""
"KIA","SELTOS","","TSB",""
"KIA","SORENTO","Sorento","HER İKİSİ",""
"KIA","SORENTO XM1","","TSB",""
"KIA","SORENTO XM2","","TSB",""
"KIA","SOUL","","TSB",""
"KIA","SPORTAGE","","TSB",""
"KIA","SPORTAGE BLACK","","TSB",""
"KIA","SPORTAGE CONCEPT","","TSB",""
"KIA","SPORTAGE COOL","","TSB",""
"KIA","SPORTAGE GT-LINE","","TSB",""
"KIA","SPORTAGE LIVE","","TSB",""
"KIA","SPORTAGE PRESTIGEDESIGN","","TSB",""
"KIA","STINGER","","TSB",""
"KIA","STONIC","Stonic","HER İKİSİ",""
"KIA","STONIC COOL","","TSB",""
"KIA","VENGA","","TSB",""
"KIA","VENGA PANORAMA","","TSB",""
"KIA","XCEED","XCeed","HER İKİSİ",""
"KIA","XCEED COOL","","TSB",""
"KIA","XCEED COOL MHEV","","TSB",""
"KIA","","Yeni Sportage","HER İKİSİ",""
"KNAUS","k250/5 R12","","TSB",""
"KNAUS","VAN TI","","TSB",""
"KOMI","JY7300-ZLR-1 (M1)","","TSB",""
"KTM","X-BOX","","TSB",""
"LADA","4x4","","TSB",""
"LADA","KALINA","","TSB",""
"LADA","KALINA UNIVERSAL","","TSB",""
"LADA","LADA","","TSB",""
"LADA","PRIORA","","TSB",""
"LADA","PRIORA UNIVERSAL","","TSB",""
"LADA","VESTA","","TSB",""
"LAMBORGHINI","AVENTADOR LP 700-4","","TSB",""
"LAMBORGHINI","AVENTADOR LP 700-4 ROADSTER","","TSB",""
"LAMBORGHINI","AVENTADOR SV","","TSB",""
"LAMBORGHINI","GALLARDO LP 560-4","","TSB",""
"LAMBORGHINI","GALLARDO LP 560-4 BICOLORE","","TSB",""
"LAMBORGHINI","GALLARDO LP 560-4 SPYDER PERFORMANCE","","TSB",""
"LAMBORGHINI","GALLARDO LP 570-4 SUPERLEGGARA","","TSB",""
"LAMBORGHINI","HURACAN EVO","","TSB",""
"LAMBORGHINI","HURACAN EVO SPYDER","","TSB",""
"LAMBORGHINI","HURACAN LP 610-4","","TSB",""
"LAMBORGHINI","HURACAN LP 610-4 SPIDER","","TSB",""
"LAMBORGHINI","HURACAN STO","","TSB",""
"LAMBORGHINI","HURACAN TECNICA","","TSB",""
"LAMBORGHINI","REVUELTO","","TSB",""
"LAMBORGHINI","TEMERARIO","","TSB",""
"LAMBORGHINI","URUS","","TSB",""
"LAMBORGHINI","URUS PERFORMANTE","","TSB",""
"LAMBORGHINI","URUS SE","","TSB",""
"LANCIA","DELTA","","TSB",""
"LANCIA","THEMA","","TSB",""
"LANCIA","VOYAGER","","TSB",""
"LANCIA","YPSILON","","TSB",""
"LAND ROVER","DEFENDER","","TSB",""
"LAND ROVER","DISCOVERY","","TSB",""
"LAND ROVER","FREELANDER","","TSB",""
"LEAPMOTOR","T03 ELEKTRIKLI","","TSB",""
"LEVC","TX","","TSB",""
"LEXUS","CT","","TSB",""
"LEXUS","CT200H","","TSB",""
"LEXUS","CT200H F-SPORT","","TSB",""
"LEXUS","ES","","TSB",""
"LEXUS","GS","","TSB",""
"LEXUS","GS200t","","TSB",""
"LEXUS","GS200t F","","TSB",""
"LEXUS","GS200t LUXURY","","TSB",""
"LEXUS","GS300H","","TSB",""
"LEXUS","GSF","","TSB",""
"LEXUS","IS","","TSB",""
"LEXUS","IS200t","","TSB",""
"LEXUS","IS200t F","","TSB",""
"LEXUS","IS200t LUXURY","","TSB",""
"LEXUS","LBX","","TSB",""
"LEXUS","LBX COOL E-CVT","","TSB",""
"LEXUS","LBX E-CVT","","TSB",""
"LEXUS","LBX EMOTION E-CVT","","TSB",""
"LEXUS","LBX RELAX E-CVT","","TSB",""
"LEXUS","LC","","TSB",""
"LEXUS","LC CONVERTIBLE","","TSB",""
"LEXUS","LEXUS ES","","TSB",""
"LEXUS","LEXUS LS","","TSB",""
"LEXUS","LM","","TSB",""
"LEXUS","LS","","TSB",""
"LEXUS","LS600hL","","TSB",""
"LEXUS","LS600hL SHIMAMOKU","","TSB",""
"LEXUS","LX","","TSB",""
"LEXUS","LX570","","TSB",""
"LEXUS","NX","","TSB",""
"LEXUS","NX 450h+","","TSB",""
"LEXUS","NX200t","","TSB",""
"LEXUS","NX200t F","","TSB",""
"LEXUS","RC","","TSB",""
"LEXUS","RC200t F","","TSB",""
"LEXUS","RCF","","TSB",""
"LEXUS","RCF CARBON","","TSB",""
"LEXUS","RX","","TSB",""
"LEXUS","RX 450H+","","TSB",""
"LEXUS","RX200t","","TSB",""
"LEXUS","RX200t F","","TSB",""
"LEXUS","RX200t LUXURY","","TSB",""
"LEXUS","RX450h","","TSB",""
"LEXUS","RX450h F","","TSB",""
"LEXUS","RX450h LUXURY","","TSB",""
"LEXUS","RZ 450E","","TSB",""
"LEXUS","UX 300E","","TSB",""
"LINCOLN","AVIATOR","","TSB",""
"LINCOLN","MKT","","TSB",""
"LINCOLN","NAUTILUS","","TSB",""
"LINCOLN","NAVIGATOR","","TSB",""
"LOTUS","ELETRE","","TSB",""
"LOTUS","ELETRE BASE","","TSB",""
"LOTUS","ELISE","","TSB",""
"LOTUS","ELISE CUP","","TSB",""
"LOTUS","EMIRA I4","","TSB",""
"LOTUS","EVORA","","TSB",""
"LOTUS","EXIGE","","TSB",""
"LUCID","AIR PURE 462KW","","TSB",""
"LUCID","AIR TOURING 462KW","","TSB",""
"LUCID","GRAND TOURING XR 611KW","","TSB",""
"LYNK-CO","01","","TSB",""
"MAN","CEKICI","","TSB",""
"MAN","CEKICI TGM","","TSB",""
"MAN","CEKICI TGS","","TSB",""
"MAN","CEKICI TGX","","TSB",""
"MAN","KAMYON","","TSB",""
"MAN","KAMYON TEK KABIN TGE","","TSB",""
"MAN","KAMYON TGE","","TSB",""
"MAN","KAMYON TGL","","TSB",""
"MAN","KAMYON TGM","","TSB",""
"MAN","KAMYON TGS","","TSB",""
"MAN","KAMYON TGX","","TSB",""
"MAN","KAMYONET CIFT KABIN TGE","","TSB",""
"MAN","KAMYONET TEK KABIN TGE","","TSB",""
"MAN","KAMYONET TGE","","TSB",""
"MAN","KAMYONET TGE L3 CK","","TSB",""
"MAN","KAMYONET TGE L4 TK","","TSB",""
"MAN","KAMYONET TGE TEK KABIN","","TSB",""
"MAN","KAMYONET TGE.3.140 L4","","TSB",""
"MAN","MINIBUS TGE","","TSB",""
"MAN","MINIBUSTGE","","TSB",""
"MAN","OTOBUS FORTUNA MEGA","","TSB",""
"MAN","OTOBUS LION'S","","TSB",""
"MAN","OTOBUS LION'S CLASSIC","","TSB",""
"MAN","OTOBUS LION'S COACH R07","","TSB",""
"MAN","OTOBUS LIONS","","TSB",""
"MAN","OTOBUS LIONS COACH","","TSB",""
"MAN","OTOBUS LIONS COACH (2+2) 12MT","","TSB",""
"MAN","OTOBUS LIONS COACH 2+1 VIP","","TSB",""
"MAN","OTOBUS LIONS COACH 38+1+1","","TSB",""
"MAN","OTOBUS LIONS COACH 51+1+1","","TSB",""
"MAN","OTOBUS LIONS COACH C (2+1) 13MT","","TSB",""
"MAN","OTOBUS LIONS COACH C (2+2) 13MT","","TSB",""
"MAN","OTOBUS LIONS COACH EFFICIENT LINE","","TSB",""
"MAN","OTOBUS LIONS COACH EFFICINTLINE 38+1+1","","TSB",""
"MAN","OTOBUS LIONS COACH L-R08","","TSB",""
"MAN","OTOBUS LIONS COACH R08","","TSB",""
"MAN","OTOBUS LIONS COACH TOURISM","","TSB",""
"MAN","OTOBUS LIONS COACH TOURISM VIP","","TSB",""
"MAN","OTOBUS LIONS INTERCITY C","","TSB",""
"MAN","OTOBUS LIONS INTERCITY R60","","TSB",""
"MAN","OTOBUS LIONS R10 COACH C HD16 (2+1)","","TSB",""
"MAN","OTOBUS TGE","","TSB",""
"MAN","PANELVAN TGE","","TSB",""
"MAN","PANELVAN+ TGE","","TSB",""
"MASERATI","GHIBLI","","TSB",""
"MASERATI","GHIBLI DIESEL","","TSB",""
"MASERATI","GHIBLI DIESEL GRANLUSSO V6","","TSB",""
"MASERATI","GHIBLI DIESEL GRANSPORT V6","","TSB",""
"MASERATI","GHIBLI DIESEL V6","","TSB",""
"MASERATI","GHIBLI HYBRID","","TSB",""
"MASERATI","GHIBLI MHEV","","TSB",""
"MASERATI","GHIBLI TRAFEO","","TSB",""
"MASERATI","GHIBLI V6","","TSB",""
"MASERATI","GHIBLI V6 (330)","","TSB",""
"MASERATI","GHIBLI V8","","TSB",""
"MASERATI","GRAN","","TSB",""
"MASERATI","GRAN TURISMO","","TSB",""
"MASERATI","GRAN TURISMO FOLGORE","","TSB",""
"MASERATI","GRAN TURISMO MC STRADALE","","TSB",""
"MASERATI","GRAN TURISMO MODENA","","TSB",""
"MASERATI","GRAN TURISMO TROFEO","","TSB",""
"MASERATI","GRANCABRIO","","TSB",""
"MASERATI","GRANCABRIO FOLGORE","","TSB",""
"MASERATI","GRANCABRIO TROFEO","","TSB",""
"MASERATI","GRECALE FOLGORE","","TSB",""
"MASERATI","GRECALE HYBRID","","TSB",""
"MASERATI","GRECALE V6","","TSB",""
"MASERATI","LEVANTE","","TSB",""
"MASERATI","LEVANTE DIESEL GRANLUSSO V6","","TSB",""
"MASERATI","LEVANTE DIESEL GRANSPORT V6","","TSB",""
"MASERATI","LEVANTE DIESEL V6 (275)","","TSB",""
"MASERATI","LEVANTE GRANLUSSO V6","","TSB",""
"MASERATI","LEVANTE GRANSPORT V6","","TSB",""
"MASERATI","LEVANTE HYBRID","","TSB",""
"MASERATI","LEVANTE TROFEO","","TSB",""
"MASERATI","LEVANTE V6","","TSB",""
"MASERATI","LEVANTE V6 (350)","","TSB",""
"MASERATI","LEVANTE V8","","TSB",""
"MASERATI","MC20","","TSB",""
"MASERATI","MC20 CIELO","","TSB",""
"MASERATI","QUATTROPORTE","","TSB",""
"MASERATI","QUATTROPORTE DIESEL","","TSB",""
"MASERATI","QUATTROPORTE DIESEL GRANLUSSO","","TSB",""
"MASERATI","QUATTROPORTE DIESEL GRANLUSSO V6","","TSB",""
"MASERATI","QUATTROPORTE DIESEL GRANSPORT V6","","TSB",""
"MASERATI","QUATTROPORTE DIESEL V6","","TSB",""
"MASERATI","QUATTROPORTE TROFEO","","TSB",""
"MASERATI","QUATTROPORTE V6","","TSB",""
"MASERATI","QUATTROPORTE V8","","TSB",""
"MASERATI","QUATTROPRTE DIESEL GRANSPORT","","TSB",""
"MAXUS","DELIVER","","TSB",""
"MAXUS","E-DELIVER","","TSB",""
"MAYBACH","62","","TSB",""
"MAZ","CEKICI 4x2","","TSB",""
"MAZDA","2","","TSB",""
"MAZDA","3","","TSB",""
"MAZDA","5","","TSB",""
"MAZDA","6","","TSB",""
"MAZDA","BT-50 CIFT KABIN K.NET","","TSB",""
"MAZDA","BT-50 CIFT KABIN K.NET DE","","TSB",""
"MAZDA","BT-50 CIFT KABIN K.NET ENERGY","","TSB",""
"MAZDA","BT-50 CIFT KABIN K.NET2.5","","TSB",""
"MAZDA","BT-50 CIFT KABIN KAMYONET DE","","TSB",""
"MAZDA","CX-3","","TSB",""
"MAZDA","CX-5","","TSB",""
"MAZDA","CX-5 POWER","","TSB",""
"MAZDA","CX-5 POWER SENSE","","TSB",""
"MAZDA","CX-5 REFLEX","","TSB",""
"MAZDA","CX-9","","TSB",""
"MAZDA","MX-5","","TSB",""
"MAZDA","MX-5 RF","","TSB",""
"MAZDA","MX5","","TSB",""
"MCLAREN","620R","","TSB",""
"MCLAREN","720S","","TSB",""
"MCLAREN","750S","","TSB",""
"MCLAREN","GT","","TSB",""
"MENARINIBUS","OTOBUS CITYMOOD","","TSB",""
"MERCEDES","A","","TSB",""
"MERCEDES","A 250e PLUG-IN HYBRID 8G-DCT","","TSB",""
"MERCEDES","A180","","TSB",""
"MERCEDES","A180 CDI","","TSB",""
"MERCEDES","A180 d","","TSB",""
"MERCEDES","A180 d FL","","TSB",""
"MERCEDES","A180 FL","","TSB",""
"MERCEDES","A200","","TSB",""
"MERCEDES","A200 FL","","TSB",""
"MERCEDES","AMG","","TSB",""
"MERCEDES","B","","TSB",""
"MERCEDES","C","","TSB",""
"MERCEDES","C 180K","","TSB",""
"MERCEDES","C180 FL","","TSB",""
"MERCEDES","C180K","","TSB",""
"MERCEDES","C63","","TSB",""
"MERCEDES","CEKICI","","TSB",""
"MERCEDES","CEKICI ACTROS","","TSB",""
"MERCEDES","CEKICI ACTROS 6x4","","TSB",""
"MERCEDES","CEKICI ACTROS L","","TSB",""
"MERCEDES","CEKICI ANTOS","","TSB",""
"MERCEDES","CEKICI AROCS","","TSB",""
"MERCEDES","CEKICI AXOR","","TSB",""
"MERCEDES","CEKICI eACTROS","","TSB",""
"MERCEDES","CITAN","","TSB",""
"MERCEDES","CITAN KAPALI KASA KAMYONET","","TSB",""
"MERCEDES","CL","","TSB",""
"MERCEDES","CLA","","TSB",""
"MERCEDES","CLA 200+","","TSB",""
"MERCEDES","CLA 250+ EQ TECHNOLOGY","","TSB",""
"MERCEDES","CLA 250e SHOOTING BRAKE","","TSB",""
"MERCEDES","CLE","","TSB",""
"MERCEDES","CLS","","TSB",""
"MERCEDES","E","","TSB",""
"MERCEDES","E-SPRINTER PANELVAN PRO UZUN","","TSB",""
"MERCEDES","E220 d 4MATIC","","TSB",""
"MERCEDES","EQA","","TSB",""
"MERCEDES","EQA 250+","","TSB",""
"MERCEDES","EQA 250+ NIGHT","","TSB",""
"MERCEDES","EQB","","TSB",""
"MERCEDES","EQB 250+","","TSB",""
"MERCEDES","EQB 250+ NIGHT","","TSB",""
"MERCEDES","EQC","","TSB",""
"MERCEDES","EQE","","TSB",""
"MERCEDES","EQE 350+","","TSB",""
"MERCEDES","EQS","","TSB",""
"MERCEDES","EQS 450+","","TSB",""
"MERCEDES","EQV","","TSB",""
"MERCEDES","eSPRINTER FRONTRUNNER","","TSB",""
"MERCEDES","eSPRINTER OKUL 14+1","","TSB",""
"MERCEDES","eSPRINTER PANELVAN PRO","","TSB",""
"MERCEDES","eSPRINTER SERVIS 10+1","","TSB",""
"MERCEDES","eSPRINTER SERVIS 12+1","","TSB",""
"MERCEDES","G","","TSB",""
"MERCEDES","G400 d MAGNETIC","","TSB",""
"MERCEDES","G500","","TSB",""
"MERCEDES","G63","","TSB",""
"MERCEDES","G65","","TSB",""
"MERCEDES","GL","","TSB",""
"MERCEDES","GLA","","TSB",""
"MERCEDES","GLB","","TSB",""
"MERCEDES","GLB 200+","","TSB",""
"MERCEDES","GLC","","TSB",""
"MERCEDES","GLC 350e 4MATIC","","TSB",""
"MERCEDES","GLE","","TSB",""
"MERCEDES","GLK","","TSB",""
"MERCEDES","GLS","","TSB",""
"MERCEDES","KAMYON ACTROS","","TSB",""
"MERCEDES","KAMYON ANTOS","","TSB",""
"MERCEDES","KAMYON AROCS","","TSB",""
"MERCEDES","KAMYON AROCS 3342/45 P 6x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 3342/45 P 6x4 CBU FL","","TSB",""
"MERCEDES","KAMYON AROCS 3342/48 P 6x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 3342/48 P 6x4 CBU FL","","TSB",""
"MERCEDES","KAMYON AROCS 3343/45 P 6x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 3343/48 P 6x4","","TSB",""
"MERCEDES","KAMYON AROCS 4142/52 P 8x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 4142/52 P 8x4 CBU FL","","TSB",""
"MERCEDES","KAMYON AROCS 4142/58 P 8x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 4142/58 P 8x4 CBU FL","","TSB",""
"MERCEDES","KAMYON AROCS 4143/52 P 8x4 CBU","","TSB",""
"MERCEDES","KAMYON AROCS 4143/58 P 8x4","","TSB",""
"MERCEDES","KAMYON AROCS 4442/58 P 8x4 CBU FL","","TSB",""
"MERCEDES","KAMYON AROCS 4443/58 P 8x4 CBU CTT","","TSB",""
"MERCEDES","KAMYON ATEGO","","TSB",""
"MERCEDES","KAMYON ATEGO 1018/33 KK","","TSB",""
"MERCEDES","KAMYON ATEGO 1018/36 KK","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/36 KK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/42 KK CBU","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/42 KK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/42 UK CBU","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/42 UK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/48 KK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/54 UK CBU","","TSB",""
"MERCEDES","KAMYON ATEGO 1518/54 UK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1518K/3600","","TSB",""
"MERCEDES","KAMYON ATEGO 1518K/4200","","TSB",""
"MERCEDES","KAMYON ATEGO 1518U/4200","","TSB",""
"MERCEDES","KAMYON ATEGO 1621/36 COP PAKETI KK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 1630/42 KK CBU","","TSB",""
"MERCEDES","KAMYON ATEGO 1630F/4760 4x2","","TSB",""
"MERCEDES","KAMYON ATEGO 2124/48 KK CBU","","TSB",""
"MERCEDES","KAMYON ATEGO 2124/48 KK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 2124/48 UK E6","","TSB",""
"MERCEDES","KAMYON ATEGO 2424/48 KK","","TSB",""
"MERCEDES","KAMYON ATEGO 2424/48 UK E6","","TSB",""
"MERCEDES","KAMYON AXOR","","TSB",""
"MERCEDES","KAMYON EACTROS","","TSB",""
"MERCEDES","KAMYON UNIMOG U400","","TSB",""
"MERCEDES","KAMYON UNIMOG U423","","TSB",""
"MERCEDES","KAMYON UNIMOG U430","","TSB",""
"MERCEDES","KAMYON UNIMOG U5000 CIFT KABIN","","TSB",""
"MERCEDES","KAMYON UNIMOG U530","","TSB",""
"MERCEDES","MAYBACH","","TSB",""
"MERCEDES","MAYBACH GLS","","TSB",""
"MERCEDES","MAYBACH S680 4MATIC","","TSB",""
"MERCEDES","MCLAREN","","TSB",""
"MERCEDES","MCLAREN MP4 12C SPIDER","","TSB",""
"MERCEDES","MERCEDES","","TSB",""
"MERCEDES","MERCEDES-AMG","","TSB",""
"MERCEDES","MERCEDES-AMG A","","TSB",""
"MERCEDES","MERCEDES-AMG C","","TSB",""
"MERCEDES","MERCEDES-AMG CLA","","TSB",""
"MERCEDES","MERCEDES-AMG CLE","","TSB",""
"MERCEDES","MERCEDES-AMG CLS","","TSB",""
"MERCEDES","MERCEDES-AMG E","","TSB",""
"MERCEDES","MERCEDES-AMG EQE","","TSB",""
"MERCEDES","MERCEDES-AMG EQS","","TSB",""
"MERCEDES","MERCEDES-AMG G","","TSB",""
"MERCEDES","MERCEDES-AMG GLA","","TSB",""
"MERCEDES","MERCEDES-AMG GLC","","TSB",""
"MERCEDES","MERCEDES-AMG GLS","","TSB",""
"MERCEDES","MERCEDES-AMG SL","","TSB",""
"MERCEDES","MERCEDES-AMG SLC","","TSB",""
"MERCEDES","MERCEDES-MAYBACH","","TSB",""
"MERCEDES","MERCEDES-MAYBACH GLS","","TSB",""
"MERCEDES","MERCEDES-MAYBACH SL","","TSB",""
"MERCEDES","MERCEDESAMG EQE","","TSB",""
"MERCEDES","ML","","TSB",""
"MERCEDES","ML63 4MATIC","","TSB",""
"MERCEDES","OTOBUS CONECTO G C62834113 NG","","TSB",""
"MERCEDES","OTOBUS CONECTO G NGT","","TSB",""
"MERCEDES","OTOBUS CONECTO HYBRID","","TSB",""
"MERCEDES","OTOBUS CONECTO KORUKLU","","TSB",""
"MERCEDES","OTOBUS CONECTO KORUKLU CNG","","TSB",""
"MERCEDES","OTOBUS CONECTO SOLO","","TSB",""
"MERCEDES","OTOBUS CONECTO SOLO CNG","","TSB",""
"MERCEDES","OTOBUS INTOURO","","TSB",""
"MERCEDES","OTOBUS INTOURO 15R","","TSB",""
"MERCEDES","OTOBUS INTOURO 39+1","","TSB",""
"MERCEDES","OTOBUS INTOURO 49+1","","TSB",""
"MERCEDES","OTOBUS INTOURO 51+1","","TSB",""
"MERCEDES","OTOBUS INTOURO 51+4+1 ENGELLI ASANSORLU","","TSB",""
"MERCEDES","OTOBUS INTOURO L 57+1","","TSB",""
"MERCEDES","OTOBUS TOURISMO","","TSB",""
"MERCEDES","OTOBUS TRAVEGO","","TSB",""
"MERCEDES","R","","TSB",""
"MERCEDES","S","","TSB",""
"MERCEDES","S350 BLUETEC 4MATIC","","TSB",""
"MERCEDES","S400d LONG 4MATIC","","TSB",""
"MERCEDES","S65","","TSB",""
"MERCEDES","SL","","TSB",""
"MERCEDES","SLC","","TSB",""
"MERCEDES","SLK","","TSB",""
"MERCEDES","SLS","","TSB",""
"MERCEDES","SPINTER OTOBUS","","TSB",""
"MERCEDES","SPRINTER","","TSB",""
"MERCEDES","SPRINTER 16+1 MINIBUS","","TSB",""
"MERCEDES","SPRINTER 316BLUETEC KAPALIKASAKAMYON NP32A E6","","TSB",""
"MERCEDES","SPRINTER 316CDI C.KABINKASALIKAMYONET NC30 E6","","TSB",""
"MERCEDES","SPRINTER 316CDI CIFTKABINKAMYONET NC30-4x4 E6","","TSB",""
"MERCEDES","SPRINTER ACIK K.LI KAMYONET","","TSB",""
"MERCEDES","SPRINTER CIFT K. K.LI K.NET","","TSB",""
"MERCEDES","SPRINTER CIFTKABINSASIKAMYONET 316CDI NC34 E6","","TSB",""
"MERCEDES","SPRINTER E.UZUN SERVIS 22+1 SUSI","","TSB",""
"MERCEDES","SPRINTER EKSRA UZUN SERVIS 15+1","","TSB",""
"MERCEDES","SPRINTER EKSRA UZUN SERVIS 16+1","","TSB",""
"MERCEDES","SPRINTER EKSTRA U. OKUL 22+1 SUSI","","TSB",""
"MERCEDES","SPRINTER EKSTRA U.OKUL 19+1 SUSI","","TSB",""
"MERCEDES","SPRINTER EKSTRA U.SERVIS 19+1 SUSI","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 18+1","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 18+1 PRO","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 19+1","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 19+1 PRO","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 19+1 SUSI","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 22+1","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 22+1 PRO","","TSB",""
"MERCEDES","SPRINTER EKSTRA UZUN OKUL 22+1 SUSI","","TSB",""
